Company,ISIN,GICSSectorName,Country,Region
"Hua Nan Financial Holdings Co., Ltd.",TW0002880002,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Fubon Financial Holding Co., Ltd.",TW0002881000,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Cathay Financial Holding Co., Ltd.",TW0002882008,Financials,"TAIWAN, PROVINCE OF CHINA",EM
China Development Financial Holding Corporation,TW0002883006,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"E.SUN Financial Holding Company, Ltd.",TW0002884004,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Yuanta Financial Holding Co., Ltd.",TW0002885001,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Mega Financial Holding Co., Ltd.",TW0002886009,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Taishin Financial Holding Co., Ltd.",TW0002887007,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Shin Kong Financial Holding Co., Ltd.",TW0002888005,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"CTBC Financial Holding Co., Ltd.",TW0002891009,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"First Financial Holding Co., Ltd.",TW0002892007,Financials,"TAIWAN, PROVINCE OF CHINA",EM
"Far Eastern Department Stores, Ltd.",TW0002903002,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
President Chain Store Corporation,TW0002912003,Consumer Staples,"TAIWAN, PROVINCE OF CHINA",EM
Faraday Technology Corporation,TW0003035002,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Unimicron Technology Corp.,TW0003037008,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Vanguard International Semiconductor Corporation,TW0005347009,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
Coretronic Corporation,TW0005371009,Information Technology,"TAIWAN, PROVINCE OF CHINA",EM
"Farglory Land Development Co., Ltd.",TW0005522007,Real Estate,"TAIWAN, PROVINCE OF CHINA",EM
Pou Chen Corporation,TW0009904003,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
Ton Yi Industrial Corp.,TW0009907006,Materials,"TAIWAN, PROVINCE OF CHINA",EM
"Taiwan Secom Co., Ltd.",TW0009917005,Industrials,"TAIWAN, PROVINCE OF CHINA",EM
"Giant Manufacturing Co., Ltd.",TW0009921007,Consumer Discretionary,"TAIWAN, PROVINCE OF CHINA",EM
Aflac Incorporated,US0010551028,Financials,UNITED STATES,AMER
AGCO Corporation,US0010841023,Industrials,UNITED STATES,AMER
The AES Corporation,US00130H1059,Utilities,UNITED STATES,AMER
AT&T Inc.,US00206R1023,Communication Services,UNITED STATES,AMER
Abbott Laboratories,US0028241000,Health Care,UNITED STATES,AMER
Abercrombie & Fitch Co.,US0028962076,Consumer Discretionary,UNITED STATES,AMER
"Activision Blizzard, Inc.",US00507V1098,Information Technology,UNITED STATES,AMER
Adobe Inc.,US00724F1012,Information Technology,UNITED STATES,AMER
Adtalem Global Education Inc.,US00737L1035,Health Care,UNITED STATES,AMER
"Advanced Micro Devices, Inc.",US0079031078,Information Technology,UNITED STATES,AMER
"Affiliated Managers Group, Inc.",US0082521081,Financials,UNITED STATES,AMER
"Agilent Technologies, Inc.",US00846U1016,Health Care,UNITED STATES,AMER
"Air Products and Chemicals, Inc.",US0091581068,Materials,UNITED STATES,AMER
"Akamai Technologies, Inc.",US00971T1016,Information Technology,UNITED STATES,AMER
Albemarle Corporation,US0126531013,Materials,UNITED STATES,AMER
"Alexandria Real Estate Equities, Inc.",US0152711091,Real Estate,UNITED STATES,AMER
ATI Inc.,US01741R1023,Materials,UNITED STATES,AMER
Alliant Energy Corporation,US0188021085,Utilities,UNITED STATES,AMER
The Allstate Corporation,US0200021014,Financials,UNITED STATES,AMER
"Altria Group, Inc.",US02209S1033,Consumer Staples,UNITED STATES,AMER
"Amazon.com, Inc.",US0231351067,Consumer Discretionary,UNITED STATES,AMER
Ameren Corporation,US0236081024,Utilities,UNITED STATES,AMER
"American Electric Power Company, Inc.",US0255371017,Utilities,UNITED STATES,AMER
"American Eagle Outfitters, Inc.",US02553E1064,Consumer Discretionary,UNITED STATES,AMER
American Express Company,US0258161092,Financials,UNITED STATES,AMER
"American Financial Group, Inc.",US0259321042,Financials,UNITED STATES,AMER
"American International Group, Inc.",US0268747849,Financials,UNITED STATES,AMER
American Tower Corporation,US03027X1000,Communication Services,UNITED STATES,AMER
"America's Car-Mart, Inc.",US03062T1051,Consumer Discretionary,UNITED STATES,AMER
AmerisourceBergen Corporation,US03073E1055,Health Care,UNITED STATES,AMER
"AMETEK, Inc.",US0311001004,Industrials,UNITED STATES,AMER
Amgen Inc.,US0311621009,Health Care,UNITED STATES,AMER
Amphenol Corporation,US0320951017,Information Technology,UNITED STATES,AMER
"Analog Devices, Inc.",US0326541051,Information Technology,UNITED STATES,AMER
APA Corporation,US03743Q1085,Energy,UNITED STATES,AMER
Apartment Investment and Management Company,US03748R7474,Real Estate,UNITED STATES,AMER
"Apogee Enterprises, Inc.",US0375981091,Industrials,UNITED STATES,AMER
Apple Inc.,US0378331005,Information Technology,UNITED STATES,AMER
"Applied Materials, Inc.",US0382221051,Information Technology,UNITED STATES,AMER
"AptarGroup, Inc.",US0383361039,Materials,UNITED STATES,AMER
Archer-Daniels-Midland Company,US0394831020,Consumer Staples,UNITED STATES,AMER
"Arrow Electronics, Inc.",US0427351004,Information Technology,UNITED STATES,AMER
Ashland Inc.,US0441861046,Materials,UNITED STATES,AMER
Associated Banc-Corp,US0454871056,Financials,UNITED STATES,AMER
Atmos Energy Corporation,US0495601058,Utilities,UNITED STATES,AMER
"Autodesk, Inc.",US0527691069,Information Technology,UNITED STATES,AMER
"Autoliv, Inc.",US0528001094,Consumer Discretionary,UNITED STATES,AMER
"Automatic Data Processing, Inc.",US0530151036,Information Technology,UNITED STATES,AMER
"AutoNation, Inc.",US05329W1027,Consumer Discretionary,UNITED STATES,AMER
"AutoZone, Inc.",US0533321024,Consumer Discretionary,UNITED STATES,AMER
"AvalonBay Communities, Inc.",US0534841012,Real Estate,UNITED STATES,AMER
Avery Dennison Corporation,US0536111091,Industrials,UNITED STATES,AMER
"Avis Budget Group, Inc.",US0537741052,Industrials,UNITED STATES,AMER
"Avnet, Inc.",US0538071038,Information Technology,UNITED STATES,AMER
BOK Financial Corporation,US05561Q2012,Financials,UNITED STATES,AMER
"Badger Meter, Inc.",US0565251081,Industrials,UNITED STATES,AMER
Ball Corporation,US0584981064,Materials,UNITED STATES,AMER
Bank of America Corporation,US0605051046,Financials,UNITED STATES,AMER
Bank of Hawaii Corporation,US0625401098,Financials,UNITED STATES,AMER
The Bank of New York Mellon Corporation,US0640581007,Financials,UNITED STATES,AMER
"Bath & Body Works, Inc.",US0708301041,Consumer Discretionary,UNITED STATES,AMER
Baxter International Inc.,US0718131099,Health Care,UNITED STATES,AMER
"Becton, Dickinson and Company",US0758871091,Health Care,UNITED STATES,AMER
Bed Bath & Beyond Inc.,US0758961009,Consumer Discretionary,UNITED STATES,AMER
W. R. Berkley Corporation,US0844231029,Financials,UNITED STATES,AMER
Berkshire Hathaway Inc.,US0846701086,Financials,UNITED STATES,AMER
"Best Buy Co., Inc.",US0865161014,Consumer Discretionary,UNITED STATES,AMER
"Big Lots, Inc.",US0893021032,Consumer Discretionary,UNITED STATES,AMER
BioMarin Pharmaceutical Inc.,US09061G1013,Health Care,UNITED STATES,AMER
Biogen Inc.,US09062X1037,Health Care,UNITED STATES,AMER
Bio-Techne Corporation,US09073M1045,Health Care,UNITED STATES,AMER
"BlackRock, Inc.",US09247X1019,Financials,UNITED STATES,AMER
"H&R Block, Inc.",US0936711052,Consumer Discretionary,UNITED STATES,AMER
The Boeing Company,US0970231058,Industrials,UNITED STATES,AMER
Booking Holdings Inc.,US09857L1089,Consumer Discretionary,UNITED STATES,AMER
BorgWarner Inc.,US0997241064,Consumer Discretionary,UNITED STATES,AMER
"Boston Properties, Inc.",US1011211018,Real Estate,UNITED STATES,AMER
Boston Scientific Corporation,US1011371077,Health Care,UNITED STATES,AMER
Boyd Gaming Corporation,US1033041013,Consumer Discretionary,UNITED STATES,AMER
Brandywine Realty Trust,US1053682035,Real Estate,UNITED STATES,AMER
"Brinker International, Inc.",US1096411004,Consumer Discretionary,UNITED STATES,AMER
The Brink's Company,US1096961040,Industrials,UNITED STATES,AMER
Bristol-Myers Squibb Company,US1101221083,Health Care,UNITED STATES,AMER
"Brown & Brown, Inc.",US1152361010,Financials,UNITED STATES,AMER
Brown-Forman Corporation,US1156372096,Consumer Staples,UNITED STATES,AMER
"C.H. Robinson Worldwide, Inc.",US12541W2098,Industrials,UNITED STATES,AMER
The Cigna Group,US1255231003,Health Care,UNITED STATES,AMER
CMS Energy Corporation,US1258961002,Utilities,UNITED STATES,AMER
CNA Financial Corporation,US1261171003,Financials,UNITED STATES,AMER
CSX Corporation,US1264081035,Industrials,UNITED STATES,AMER
CNX Resources Corporation,US12653C1080,Energy,UNITED STATES,AMER
CVS Health Corporation,US1266501006,Consumer Staples,UNITED STATES,AMER
Cabot Corporation,US1270551013,Materials,UNITED STATES,AMER
Coterra Energy Inc.,US1270971039,Energy,UNITED STATES,AMER
"Cadence Design Systems, Inc.",US1273871087,Information Technology,UNITED STATES,AMER
Cadence Bank,US12740C1036,Financials,UNITED STATES,AMER
California Water Service Group,US1307881029,Utilities,UNITED STATES,AMER
Camden Property Trust,US1331311027,Real Estate,UNITED STATES,AMER
Campbell Soup Company,US1344291091,Consumer Staples,UNITED STATES,AMER
Capital One Financial Corporation,US14040H1059,Financials,UNITED STATES,AMER
"Capitol Federal Financial, Inc.",US14057J1016,Financials,UNITED STATES,AMER
"Cardinal Health, Inc.",US14149Y1082,Health Care,UNITED STATES,AMER
Carlisle Companies Incorporated,US1423391002,Industrials,UNITED STATES,AMER
"CarMax, Inc.",US1431301027,Consumer Discretionary,UNITED STATES,AMER
Caterpillar Inc.,US1491231015,Industrials,UNITED STATES,AMER
"CenterPoint Energy, Inc.",US15189T1079,Utilities,UNITED STATES,AMER
Chevron Corporation,US1667641005,Energy,UNITED STATES,AMER
"Chico's FAS, Inc.",US1686151028,Consumer Discretionary,UNITED STATES,AMER
"Choice Hotels International, Inc.",US1699051066,Consumer Discretionary,UNITED STATES,AMER
"Church & Dwight Co., Inc.",US1713401024,Consumer Staples,UNITED STATES,AMER
Ciena Corporation,US1717793095,Information Technology,UNITED STATES,AMER
Cincinnati Financial Corporation,US1720621010,Financials,UNITED STATES,AMER
"Cisco Systems, Inc.",US17275R1023,Information Technology,UNITED STATES,AMER
Cintas Corporation,US1729081059,Consumer Discretionary,UNITED STATES,AMER
Citigroup Inc.,US1729674242,Financials,UNITED STATES,AMER
Cleveland-Cliffs Inc.,US1858991011,Materials,UNITED STATES,AMER
The Clorox Company,US1890541097,Consumer Staples,UNITED STATES,AMER
The Coca-Cola Company,US1912161007,Consumer Staples,UNITED STATES,AMER
"Coca-Cola FEMSA, S.A.B. de C.V.",US1912411089,Consumer Staples,MEXICO,EM
Cognizant Technology Solutions Corporation,US1924461023,Information Technology,UNITED STATES,AMER
Colgate-Palmolive Company,US1941621039,Consumer Staples,UNITED STATES,AMER
Comcast Corporation,US20030N1019,Consumer Discretionary,UNITED STATES,AMER
Comerica Incorporated,US2003401070,Financials,UNITED STATES,AMER
"Commerce Bancshares, Inc.",US2005251036,Financials,UNITED STATES,AMER
Commercial Metals Company,US2017231034,Materials,UNITED STATES,AMER
Compania de Minas Buenaventura S.A.A.,US2044481040,Materials,PERU,EM
"Conagra Brands, Inc.",US2058871029,Consumer Staples,UNITED STATES,AMER
ConocoPhillips,US20825C1045,Energy,UNITED STATES,AMER
"Consolidated Edison, Inc.",US2091151041,Utilities,UNITED STATES,AMER
"Constellation Brands, Inc.",US21036P1084,Consumer Staples,UNITED STATES,AMER
"The Cooper Companies, Inc.",US2166484020,Health Care,UNITED STATES,AMER
"Copart, Inc.",US2172041061,Industrials,UNITED STATES,AMER
"CoreCivic, Inc.",US21871N1019,Industrials,UNITED STATES,AMER
Corning Incorporated,US2193501051,Information Technology,UNITED STATES,AMER
Costco Wholesale Corporation,US22160K1051,Consumer Staples,UNITED STATES,AMER
"Cracker Barrel Old Country Store, Inc.",US22410J1060,Consumer Discretionary,UNITED STATES,AMER
Crown Castle Inc.,US22822V1017,Communication Services,UNITED STATES,AMER
"Crown Holdings, Inc.",US2283681060,Materials,UNITED STATES,AMER
"Cullen/Frost Bankers, Inc.",US2298991090,Financials,UNITED STATES,AMER
Cummins Inc.,US2310211063,Industrials,UNITED STATES,AMER
"D.R. Horton, Inc.",US23331A1097,Consumer Discretionary,UNITED STATES,AMER
DTE Energy Company,US2333311072,Utilities,UNITED STATES,AMER
DXC Technology Company,US23355L1061,Information Technology,UNITED STATES,AMER
Danaher Corporation,US2358511028,Industrials,UNITED STATES,AMER
"Darden Restaurants, Inc.",US2371941053,Consumer Discretionary,UNITED STATES,AMER
DaVita Inc.,US23918K1088,Health Care,UNITED STATES,AMER
Deere & Company,US2441991054,Industrials,UNITED STATES,AMER
Dentsply Sirona Inc.,US24906P1093,Health Care,UNITED STATES,AMER
Devon Energy Corporation,US25179M1036,Energy,UNITED STATES,AMER
"Diebold Nixdorf, Incorporated",US2536511031,Information Technology,UNITED STATES,AMER
The Walt Disney Company,US2546871060,Consumer Discretionary,UNITED STATES,AMER
DISH Network Corporation,US25470M1099,Consumer Discretionary,UNITED STATES,AMER
Diversified Healthcare Trust,US25525P1075,Real Estate,UNITED STATES,AMER
"Dollar Tree, Inc.",US2567461080,Consumer Discretionary,UNITED STATES,AMER
"Dominion Energy, Inc.",US25746U1097,Utilities,UNITED STATES,AMER
"Donaldson Company, Inc.",US2576511099,Industrials,UNITED STATES,AMER
Dover Corporation,US2600031080,Industrials,UNITED STATES,AMER
DRDGOLD Limited,US26152H3012,Materials,SOUTH AFRICA,EM
"Dril-Quip, Inc.",US2620371045,Energy,UNITED STATES,AMER
Duke Energy Corporation,US26441C2044,Utilities,UNITED STATES,AMER
"EOG Resources, Inc.",US26875P1012,Energy,UNITED STATES,AMER
EQT Corporation,US26884L1098,Utilities,UNITED STATES,AMER
Eagle Materials Inc.,US26969P1084,Materials,UNITED STATES,AMER
Eastman Chemical Company,US2774321002,Materials,UNITED STATES,AMER
eBay Inc.,US2786421030,Information Technology,UNITED STATES,AMER
Ecolab Inc.,US2788651006,Materials,UNITED STATES,AMER
Edison International,US2810201077,Utilities,UNITED STATES,AMER
Electronic Arts Inc.,US2855121099,Information Technology,UNITED STATES,AMER
Emerson Electric Co.,US2910111044,Industrials,UNITED STATES,AMER
Entergy Corporation,US29364G1031,Utilities,UNITED STATES,AMER
Equifax Inc.,US2944291051,Industrials,UNITED STATES,AMER
Equity Commonwealth,US2946281027,Real Estate,UNITED STATES,AMER
Equity Residential,US29476L1070,Real Estate,UNITED STATES,AMER
Erie Indemnity Company,US29530P1021,Financials,UNITED STATES,AMER
"Essential Utilities, Inc.",US29670G1022,Utilities,UNITED STATES,AMER
"Essex Property Trust, Inc.",US2971781057,Real Estate,UNITED STATES,AMER
"Evergy, Inc.",US30034W1062,Utilities,UNITED STATES,AMER
Eversource Energy,US30040W1080,Utilities,UNITED STATES,AMER
Exelon Corporation,US30161N1019,Utilities,UNITED STATES,AMER
"Expeditors International of Washington, Inc.",US3021301094,Industrials,UNITED STATES,AMER
Exxon Mobil Corporation,US30231G1022,Energy,UNITED STATES,AMER
FMC Corporation,US3024913036,Materials,UNITED STATES,AMER
"FTI Consulting, Inc.",US3029411093,Industrials,UNITED STATES,AMER
FactSet Research Systems Inc.,US3030751057,Information Technology,UNITED STATES,AMER
Fastenal Company,US3119001044,Industrials,UNITED STATES,AMER
Federal Realty Investment Trust,US3137451015,Real Estate,UNITED STATES,AMER
"Federated Hermes, Inc.",US3142111034,Financials,UNITED STATES,AMER
FedEx Corporation,US31428X1063,Industrials,UNITED STATES,AMER
"F5, Inc.",US3156161024,Information Technology,UNITED STATES,AMER
Fifth Third Bancorp,US3167731005,Financials,UNITED STATES,AMER
"First Citizens BancShares, Inc.",US31946M1036,Financials,UNITED STATES,AMER
First Horizon Corporation,US3205171057,Financials,UNITED STATES,AMER
"Fiserv, Inc.",US3377381088,Information Technology,UNITED STATES,AMER
FirstEnergy Corp.,US3379321074,Utilities,UNITED STATES,AMER
Flowserve Corporation,US34354P1057,Industrials,UNITED STATES,AMER
"Foot Locker, Inc.",US3448491049,Consumer Discretionary,UNITED STATES,AMER
Ford Motor Company,US3453708600,Consumer Discretionary,UNITED STATES,AMER
"Franklin Resources, Inc.",US3546131018,Financials,UNITED STATES,AMER
Freeport-McMoRan Inc.,US35671D8570,Materials,UNITED STATES,AMER
"FuelCell Energy, Inc.",US35952H6018,Industrials,UNITED STATES,AMER
Fulton Financial Corporation,US3602711000,Financials,UNITED STATES,AMER
GATX Corporation,US3614481030,Industrials,UNITED STATES,AMER
Arthur J. Gallagher & Co.,US3635761097,Financials,UNITED STATES,AMER
"The Gap, Inc.",US3647601083,Consumer Discretionary,UNITED STATES,AMER
General Dynamics Corporation,US3695501086,Industrials,UNITED STATES,AMER
"General Mills, Inc.",US3703341046,Consumer Staples,UNITED STATES,AMER
Gentex Corporation,US3719011096,Consumer Discretionary,UNITED STATES,AMER
Genuine Parts Company,US3724601055,Consumer Discretionary,UNITED STATES,AMER
"Gilead Sciences, Inc.",US3755581036,Health Care,UNITED STATES,AMER
Globe Life Inc.,US37959E1029,Financials,UNITED STATES,AMER
"The Goldman Sachs Group, Inc.",US38141G1040,Financials,UNITED STATES,AMER
The Goodyear Tire & Rubber Company,US3825501014,Consumer Discretionary,UNITED STATES,AMER
Graco Inc.,US3841091040,Industrials,UNITED STATES,AMER
Graham Holdings Company,US3846371041,Consumer Discretionary,UNITED STATES,AMER
"W.W. Grainger, Inc.",US3848021040,Industrials,UNITED STATES,AMER
"Greif, Inc.",US3976241071,Materials,UNITED STATES,AMER
HP Inc.,US40434L1052,Information Technology,UNITED STATES,AMER
Halliburton Company,US4062161017,Energy,UNITED STATES,AMER
"The Hanover Insurance Group, Inc.",US4108671052,Financials,UNITED STATES,AMER
"Harley-Davidson, Inc.",US4128221086,Consumer Discretionary,UNITED STATES,AMER
Enviri Corporation,US4158641070,Industrials,UNITED STATES,AMER
"The Hartford Financial Services Group, Inc.",US4165151048,Financials,UNITED STATES,AMER
"Hasbro, Inc.",US4180561072,Consumer Discretionary,UNITED STATES,AMER
"Hawaiian Electric Industries, Inc.",US4198701009,Utilities,UNITED STATES,AMER
"Healthpeak Properties, Inc.",US42250P1030,Real Estate,UNITED STATES,AMER
"Helix Energy Solutions Group, Inc.",US42330P1075,Energy,UNITED STATES,AMER
"Helmerich & Payne, Inc.",US4234521015,Energy,UNITED STATES,AMER
The Hershey Company,US4278661081,Consumer Staples,UNITED STATES,AMER
Hess Corporation,US42809H1077,Energy,UNITED STATES,AMER
"Hologic, Inc.",US4364401012,Health Care,UNITED STATES,AMER
"The Home Depot, Inc.",US4370761029,Consumer Discretionary,UNITED STATES,AMER
Honeywell International Inc.,US4385161066,Industrials,UNITED STATES,AMER
Hormel Foods Corporation,US4404521001,Consumer Staples,UNITED STATES,AMER
"Host Hotels & Resorts, Inc.",US44107P1049,Real Estate,UNITED STATES,AMER
Hubbell Incorporated,US4435106079,Industrials,UNITED STATES,AMER
Humana Inc.,US4448591028,Health Care,UNITED STATES,AMER
"J.B. Hunt Transport Services, Inc.",US4456581077,Industrials,UNITED STATES,AMER
Huntington Bancshares Incorporated,US4461501045,Financials,UNITED STATES,AMER
ITT Inc.,US45073V1089,Industrials,UNITED STATES,AMER
IDEX Corporation,US45167R1041,Industrials,UNITED STATES,AMER
"IDEXX Laboratories, Inc.",US45168D1046,Health Care,UNITED STATES,AMER
Illinois Tool Works Inc.,US4523081093,Industrials,UNITED STATES,AMER
Intel Corporation,US4581401001,Information Technology,UNITED STATES,AMER
International Business Machines Corporation,US4592001014,Information Technology,UNITED STATES,AMER
International Flavors & Fragrances Inc.,US4595061015,Materials,UNITED STATES,AMER
International Paper Company,US4601461035,Materials,UNITED STATES,AMER
"The Interpublic Group of Companies, Inc.",US4606901001,Consumer Discretionary,UNITED STATES,AMER
Intuit Inc.,US4612021034,Information Technology,UNITED STATES,AMER
Iron Mountain Incorporated,US46284V1017,Industrials,UNITED STATES,AMER
"Itron, Inc.",US4657411066,Information Technology,UNITED STATES,AMER
JPMorgan Chase & Co.,US46625H1005,Financials,UNITED STATES,AMER
Jabil Inc.,US4663131039,Information Technology,UNITED STATES,AMER
Jacobs Solutions Inc.,US46982L1089,Industrials,UNITED STATES,AMER
Johnson & Johnson,US4781601046,Health Care,UNITED STATES,AMER
Jones Lang LaSalle Incorporated,US48020Q1076,Real Estate,UNITED STATES,AMER
"Juniper Networks, Inc.",US48203R1041,Information Technology,UNITED STATES,AMER
KLA Corporation,US4824801009,Information Technology,UNITED STATES,AMER
KB Home,US48666K1097,Consumer Discretionary,UNITED STATES,AMER
Kellogg Company,US4878361082,Consumer Staples,UNITED STATES,AMER
Kennametal Inc.,US4891701009,Industrials,UNITED STATES,AMER
KeyCorp,US4932671088,Financials,UNITED STATES,AMER
Kimberly-Clark Corporation,US4943681035,Consumer Staples,UNITED STATES,AMER
Kimco Realty Corporation,US49446R1095,Real Estate,UNITED STATES,AMER
Kirby Corporation,US4972661064,Industrials,UNITED STATES,AMER
Kohl's Corporation,US5002551043,Consumer Discretionary,UNITED STATES,AMER
The Kroger Co.,US5010441013,Consumer Staples,UNITED STATES,AMER
Laboratory Corporation of America Holdings,US50540R4092,Health Care,UNITED STATES,AMER
Lam Research Corporation,US5128071082,Information Technology,UNITED STATES,AMER
Lamar Advertising Company,US5128161099,Consumer Discretionary,UNITED STATES,AMER
"Landstar System, Inc.",US5150981018,Industrials,UNITED STATES,AMER
Estee Lauder Cos.,US5184391044,Financials,UNITED STATES,AMER
"Leggett & Platt, Incorporated",US5246601075,Consumer Discretionary,UNITED STATES,AMER
Lennar Corporation,US5260571048,Consumer Discretionary,UNITED STATES,AMER
Lennox International Inc.,US5261071071,Industrials,UNITED STATES,AMER
Eli Lilly and Company,US5324571083,Health Care,UNITED STATES,AMER
"Lincoln Electric Holdings, Inc.",US5339001068,Industrials,UNITED STATES,AMER
Lincoln National Corporation,US5341871094,Financials,UNITED STATES,AMER
Lindsay Corporation,US5355551061,Industrials,UNITED STATES,AMER
"Littelfuse, Inc.",US5370081045,Information Technology,UNITED STATES,AMER
Lockheed Martin Corporation,US5398301094,Industrials,UNITED STATES,AMER
Loews Corporation,US5404241086,Financials,UNITED STATES,AMER
"Lowe's Companies, Inc.",US5486611073,Consumer Discretionary,UNITED STATES,AMER
"Lumen Technologies, Inc.",US5502411037,Communication Services,UNITED STATES,AMER
M&T Bank Corporation,US55261F1049,Financials,UNITED STATES,AMER
"M.D.C. Holdings, Inc.",US5526761086,Consumer Discretionary,UNITED STATES,AMER
"MDU Resources Group, Inc.",US5526901096,Utilities,UNITED STATES,AMER
MGM Resorts International,US5529531015,Consumer Discretionary,UNITED STATES,AMER
"MSC Industrial Direct Co., Inc.",US5535301064,Industrials,UNITED STATES,AMER
The Macerich Company,US5543821012,Real Estate,UNITED STATES,AMER
"Veris Residential, Inc.",US5544891048,Real Estate,UNITED STATES,AMER
"Macy's, Inc.",US55616P1049,Consumer Discretionary,UNITED STATES,AMER
"The Manitowoc Company, Inc.",US5635714059,Industrials,UNITED STATES,AMER
ManpowerGroup Inc.,US56418H1005,Industrials,UNITED STATES,AMER
Marathon Oil Corporation,US5658491064,Consumer Staples,UNITED STATES,AMER
Markel Group Inc.,US5705351048,Financials,UNITED STATES,AMER
"Marsh & McLennan Companies, Inc.",US5717481023,Financials,UNITED STATES,AMER
"Marriott International, Inc.",US5719032022,Consumer Discretionary,UNITED STATES,AMER
"Martin Marietta Materials, Inc.",US5732841060,Materials,UNITED STATES,AMER
Masco Corporation,US5745991068,Industrials,UNITED STATES,AMER
"Mattel, Inc.",US5770811025,Consumer Discretionary,UNITED STATES,AMER
"McCormick & Company, Incorporated",US5797802064,Consumer Staples,UNITED STATES,AMER
McDonald's Corporation,US5801351017,Consumer Discretionary,UNITED STATES,AMER
McKesson Corporation,US58155Q1031,Health Care,UNITED STATES,AMER
"Pediatrix Medical Group, Inc.",US58502B1061,Health Care,UNITED STATES,AMER
"Merck & Co., Inc.",US58933Y1055,Health Care,UNITED STATES,AMER
Mercury General Corporation,US5894001008,Financials,UNITED STATES,AMER
Mettler-Toledo International Inc.,US5926881054,Information Technology,UNITED STATES,AMER
Microsoft Corporation,US5949181045,Information Technology,UNITED STATES,AMER
Microchip Technology Incorporated,US5950171042,Information Technology,UNITED STATES,AMER
"Micron Technology, Inc.",US5951121038,Information Technology,UNITED STATES,AMER
"MillerKnoll, Inc.",US6005441000,Industrials,UNITED STATES,AMER
"Mohawk Industries, Inc.",US6081901042,Consumer Discretionary,UNITED STATES,AMER
Molson Coors Beverage Company,US60871R2094,Consumer Staples,UNITED STATES,AMER
Monster Beverage Corporation,US61174X1090,Consumer Staples,UNITED STATES,AMER
Moody's Corporation,US6153691059,Financials,UNITED STATES,AMER
Morgan Stanley,US6174464486,Financials,UNITED STATES,AMER
The Mosaic Company,US61945C1036,Materials,UNITED STATES,AMER
"Motorola Solutions, Inc.",US6200763075,Information Technology,UNITED STATES,AMER
Murphy Oil Corporation,US6267171022,Energy,UNITED STATES,AMER
NCR Corporation,US62886E1082,Information Technology,UNITED STATES,AMER
"NVR, Inc.",US62944T1051,Consumer Discretionary,UNITED STATES,AMER
NOV Inc.,US62955J1034,Energy,UNITED STATES,AMER
National Fuel Gas Company,US6361801011,Utilities,UNITED STATES,AMER
National Instruments Corporation,US6365181022,Information Technology,UNITED STATES,AMER
"NetApp, Inc.",US64110D1046,Information Technology,UNITED STATES,AMER
"New York Community Bancorp, Inc.",US6494451031,Financials,UNITED STATES,AMER
The New York Times Company,US6501111073,Consumer Discretionary,UNITED STATES,AMER
Newell Brands Inc.,US6512291062,Consumer Discretionary,UNITED STATES,AMER
Newmont Corporation,US6516391066,Materials,UNITED STATES,AMER
"NextEra Energy, Inc.",US65339F1012,Utilities,UNITED STATES,AMER
"NIKE, Inc.",US6541061031,Consumer Discretionary,UNITED STATES,AMER
NiSource Inc.,US65473P1057,Utilities,UNITED STATES,AMER
"Nordstrom, Inc.",US6556641008,Consumer Discretionary,UNITED STATES,AMER
Norfolk Southern Corporation,US6558441084,Industrials,UNITED STATES,AMER
Northern Trust Corporation,US6658591044,Financials,UNITED STATES,AMER
Northrop Grumman Corporation,US6668071029,Industrials,UNITED STATES,AMER
Gen Digital Inc.,US6687711084,Information Technology,UNITED STATES,AMER
Nucor Corporation,US6703461052,Materials,UNITED STATES,AMER
NVIDIA Corporation,US67066G1040,Information Technology,UNITED STATES,AMER
OGE Energy Corp.,US6708371033,Utilities,UNITED STATES,AMER
"O-I Glass, Inc.",US67098H1041,Materials,UNITED STATES,AMER
"O'Reilly Automotive, Inc.",US67103H1077,Consumer Discretionary,UNITED STATES,AMER
Occidental Petroleum Corporation,US6745991058,Energy,UNITED STATES,AMER
"Oceaneering International, Inc.",US6752321025,Energy,UNITED STATES,AMER
Old Republic International Corporation,US6802231042,Financials,UNITED STATES,AMER
Omnicom Group Inc.,US6819191064,Consumer Discretionary,UNITED STATES,AMER
"ONEOK, Inc.",US6826801036,Utilities,UNITED STATES,AMER
Oracle Corporation,US68389X1054,Information Technology,UNITED STATES,AMER
Oshkosh Corporation,US6882392011,Industrials,UNITED STATES,AMER
PG&E Corporation,US69331C1080,Utilities,UNITED STATES,AMER
"The PNC Financial Services Group, Inc.",US6934751057,Financials,UNITED STATES,AMER
